Country_Code,Country,Province_Code,Province,District_Code,District,Tehsil_Code,Tehsil
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK529,Shangla,PK52903,Chakisar
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK529,Shangla,PK52904,Makhuzai
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK529,Shangla,PK52905,Martoong
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK529,Shangla,PK52906,Puran
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK530,South Waziristan,PK53001,Birmal
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK530,South Waziristan,PK53002,Ladha
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK530,South Waziristan,PK53003,Makin
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK530,South Waziristan,PK53004,Sararogha
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK530,South Waziristan,PK53005,Serwakai
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK530,South Waziristan,PK53006,Tiarza
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK530,South Waziristan,PK53007,Toi Khulla
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK530,South Waziristan,PK53008,Wana
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK531,Swabi,PK53101,Lahor
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK531,Swabi,PK53102,Swabi
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK531,Swabi,PK53103,Topi
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK531,Swabi,PK53104,Razar
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK532,Swat,PK53201,Babuzai
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK532,Swat,PK53202,Bahrain
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK532,Swat,PK53203,Barikot
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK532,Swat,PK53204,Charbagh
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK532,Swat,PK53205,Kabal
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK532,Swat,PK53206,Kalam
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK532,Swat,PK53207,Khwaza Khela
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK532,Swat,PK53208,Matta Kharirai
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK532,Swat,PK53209,Matta Sebujni
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK533,Tank,PK53301,Tank
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK533,Tank,PK53302,Jandola
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK534,Tor Ghar,PK53401,Judba
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK534,Tor Ghar,PK53402,Khander
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK535,Upper Dir,PK53501,Barawal
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK535,Upper Dir,PK53502,Dir
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK535,Upper Dir,PK53503,Kalkot
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK535,Upper Dir,PK53504,Khall
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK535,Upper Dir,PK53505,Shrengal
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK535,Upper Dir,PK53506,Wari
PK,Pakistan,PK5,Khyber Pakhtunkhwa,PK535,Upper Dir,PK53507,Larjam
PK,Pakistan,PK6,Punjab,PK601,Attock,PK60101,Attock
PK,Pakistan,PK6,Punjab,PK601,Attock,PK60102,Fateh Jang
PK,Pakistan,PK6,Punjab,PK601,Attock,PK60103,Hasan Abdal
PK,Pakistan,PK6,Punjab,PK601,Attock,PK60104,Hazro
PK,Pakistan,PK6,Punjab,PK601,Attock,PK60105,Jand
PK,Pakistan,PK6,Punjab,PK601,Attock,PK60106,Pindi Gheb
PK,Pakistan,PK6,Punjab,PK602,Bahawalnagar,PK60201,Bahawalnagar
PK,Pakistan,PK6,Punjab,PK602,Bahawalnagar,PK60202,Chishtian
PK,Pakistan,PK6,Punjab,PK602,Bahawalnagar,PK60203,Fort Abbas
PK,Pakistan,PK6,Punjab,PK602,Bahawalnagar,PK60204,Haroonabad
PK,Pakistan,PK6,Punjab,PK602,Bahawalnagar,PK60205,Minchinabad
PK,Pakistan,PK6,Punjab,PK603,Bahawalpur,PK60301,Ahmadpur East
PK,Pakistan,PK6,Punjab,PK603,Bahawalpur,PK60302,Bahawalpur
PK,Pakistan,PK6,Punjab,PK603,Bahawalpur,PK60303,Hasilpur
PK,Pakistan,PK6,Punjab,PK603,Bahawalpur,PK60304,Khairpur Tamewali
PK,Pakistan,PK6,Punjab,PK603,Bahawalpur,PK60305,Yazman
PK,Pakistan,PK6,Punjab,PK604,Bhakkar,PK60401,Bhakkar
PK,Pakistan,PK6,Punjab,PK604,Bhakkar,PK60402,Darya Khan
PK,Pakistan,PK6,Punjab,PK604,Bhakkar,PK60403,Kalur Kot
PK,Pakistan,PK6,Punjab,PK604,Bhakkar,PK60404,Mankera
PK,Pakistan,PK6,Punjab,PK605,Chakwal,PK60501,Chakwal
PK,Pakistan,PK6,Punjab,PK605,Chakwal,PK60502,Choa Saidan Shah
PK,Pakistan,PK6,Punjab,PK605,Chakwal,PK60503,Kallar Kahar
PK,Pakistan,PK6,Punjab,PK605,Chakwal,PK60504,Tala Gang
PK,Pakistan,PK6,Punjab,PK606,Chiniot,PK60601,Bhawana
PK,Pakistan,PK6,Punjab,PK606,Chiniot,PK60602,Chiniot
PK,Pakistan,PK6,Punjab,PK606,Chiniot,PK60603,Lalian
PK,Pakistan,PK6,Punjab,PK607,Dera Ghazi Khan,PK60701,D.G Khan (Tribal Area)
PK,Pakistan,PK6,Punjab,PK607,Dera Ghazi Khan,PK60702,Dera Ghazi Khan
PK,Pakistan,PK6,Punjab,PK607,Dera Ghazi Khan,PK60703,Kot Chatta
PK,Pakistan,PK6,Punjab,PK607,Dera Ghazi Khan,PK60704,Taunsa
PK,Pakistan,PK6,Punjab,PK608,Faisalabad,PK60801,Chak Jhumra
PK,Pakistan,PK6,Punjab,PK608,Faisalabad,PK60802,Faisalabad City
PK,Pakistan,PK6,Punjab,PK608,Faisalabad,PK60803,Faisalabad Sadar
PK,Pakistan,PK6,Punjab,PK608,Faisalabad,PK60804,Jaranwala
PK,Pakistan,PK6,Punjab,PK608,Faisalabad,PK60805,Summundri
PK,Pakistan,PK6,Punjab,PK608,Faisalabad,PK60806,Tandlian Wala
PK,Pakistan,PK6,Punjab,PK609,Gujranwala,PK60901,Gujranwala
PK,Pakistan,PK6,Punjab,PK609,Gujranwala,PK60902,Kamoke
PK,Pakistan,PK6,Punjab,PK609,Gujranwala,PK60903,Nowshera Virkan
PK,Pakistan,PK6,Punjab,PK609,Gujranwala,PK60904,Wazirabad
PK,Pakistan,PK6,Punjab,PK610,Gujrat,PK61001,Gujrat
PK,Pakistan,PK6,Punjab,PK610,Gujrat,PK61002,Kharian
PK,Pakistan,PK6,Punjab,PK610,Gujrat,PK61003,Sarai Alamgir
PK,Pakistan,PK6,Punjab,PK611,Hafizabad,PK61101,Hafizabad
PK,Pakistan,PK6,Punjab,PK611,Hafizabad,PK61102,Pindi Bhattian
PK,Pakistan,PK6,Punjab,PK612,Jhang,PK61201,Ahmadpur Sial
PK,Pakistan,PK6,Punjab,PK612,Jhang,PK61202,Jhang
PK,Pakistan,PK6,Punjab,PK612,Jhang,PK61203,Shorkot
PK,Pakistan,PK6,Punjab,PK612,Jhang,PK61204,Athara Hazari
PK,Pakistan,PK6,Punjab,PK613,Jhelum,PK61301,Dina
PK,Pakistan,PK6,Punjab,PK613,Jhelum,PK61302,Jhelum
PK,Pakistan,PK6,Punjab,PK613,Jhelum,PK61303,Pind Dadan Khan
PK,Pakistan,PK6,Punjab,PK613,Jhelum,PK61304,Sohawa
PK,Pakistan,PK6,Punjab,PK614,Kasur,PK61401,Chunian
PK,Pakistan,PK6,Punjab,PK614,Kasur,PK61402,Kasur
PK,Pakistan,PK6,Punjab,PK614,Kasur,PK61403,Kot Radha Kishen
PK,Pakistan,PK6,Punjab,PK614,Kasur,PK61404,Pattoki
PK,Pakistan,PK6,Punjab,PK615,Khanewal,PK61501,Jahanian
PK,Pakistan,PK6,Punjab,PK615,Khanewal,PK61502,Kabirwala
PK,Pakistan,PK6,Punjab,PK615,Khanewal,PK61503,Khanewal
PK,Pakistan,PK6,Punjab,PK615,Khanewal,PK61504,Mian Channu
PK,Pakistan,PK6,Punjab,PK616,Khushab,PK61601,Khushab
PK,Pakistan,PK6,Punjab,PK616,Khushab,PK61602,Naushera
PK,Pakistan,PK6,Punjab,PK616,Khushab,PK61603,Noorpur
PK,Pakistan,PK6,Punjab,PK616,Khushab,PK61604,Quaidabad
PK,Pakistan,PK6,Punjab,PK617,Lahore,PK61701,Lahore Cantt
PK,Pakistan,PK6,Punjab,PK617,Lahore,PK61702,Lahore City
PK,Pakistan,PK6,Punjab,PK618,Leiah,PK61801,Choubara
PK,Pakistan,PK6,Punjab,PK618,Leiah,PK61802,Karor Lal Esan
PK,Pakistan,PK6,Punjab,PK618,Leiah,PK61803,Leiah
PK,Pakistan,PK6,Punjab,PK619,Lodhran,PK61901,Dunyapur
PK,Pakistan,PK6,Punjab,PK619,Lodhran,PK61902,Kahror Pacca
PK,Pakistan,PK6,Punjab,PK619,Lodhran,PK61903,Lodhran
PK,Pakistan,PK6,Punjab,PK620,Mandi Bahauddin,PK62001,Malakwal
PK,Pakistan,PK6,Punjab,PK620,Mandi Bahauddin,PK62002,Mandi Bahauddin
PK,Pakistan,PK6,Punjab,PK620,Mandi Bahauddin,PK62003,Phalia
PK,Pakistan,PK6,Punjab,PK621,Mianwali,PK62101,Isakhel
PK,Pakistan,PK6,Punjab,PK621,Mianwali,PK62102,Mianwali
PK,Pakistan,PK6,Punjab,PK621,Mianwali,PK62103,Piplan
PK,Pakistan,PK6,Punjab,PK622,Multan,PK62201,Jalalpur Pirwala
PK,Pakistan,PK6,Punjab,PK622,Multan,PK62202,Multan City
PK,Pakistan,PK6,Punjab,PK622,Multan,PK62203,Multan Saddar
PK,Pakistan,PK6,Punjab,PK622,Multan,PK62204,Shujabad
PK,Pakistan,PK6,Punjab,PK623,Muzaffargarh,PK62301,Alipur
PK,Pakistan,PK6,Punjab,PK623,Muzaffargarh,PK62302,Jatoi
PK,Pakistan,PK6,Punjab,PK623,Muzaffargarh,PK62303,Kot Addu
PK,Pakistan,PK6,Punjab,PK623,Muzaffargarh,PK62304,Muzaffargarh
PK,Pakistan,PK6,Punjab,PK624,Nankana Sahib,PK62401,Nankana Sahib
PK,Pakistan,PK6,Punjab,PK624,Nankana Sahib,PK62402,Sangla Hill
PK,Pakistan,PK6,Punjab,PK624,Nankana Sahib,PK62403,Shah Kot
PK,Pakistan,PK6,Punjab,PK625,Narowal,PK62501,Narowal
PK,Pakistan,PK6,Punjab,PK625,Narowal,PK62502,Shakargarh
PK,Pakistan,PK6,Punjab,PK625,Narowal,PK62503,Zafarwal
PK,Pakistan,PK6,Punjab,PK626,Okara,PK62601,Depalpur
PK,Pakistan,PK6,Punjab,PK626,Okara,PK62602,Okara
PK,Pakistan,PK6,Punjab,PK626,Okara,PK62603,Renala Khurd
PK,Pakistan,PK6,Punjab,PK627,Pakpattan,PK62701,Arif Wala
PK,Pakistan,PK6,Punjab,PK627,Pakpattan,PK62702,Pakpattan
PK,Pakistan,PK6,Punjab,PK628,Rahim Yar Khan,PK62801,Khanpur
PK,Pakistan,PK6,Punjab,PK628,Rahim Yar Khan,PK62802,Liaqatpur
PK,Pakistan,PK6,Punjab,PK628,Rahim Yar Khan,PK62803,Rahim Yar Khan
PK,Pakistan,PK6,Punjab,PK628,Rahim Yar Khan,PK62804,Sadiqabad
PK,Pakistan,PK6,Punjab,PK629,Rajanpur,PK62901,Jampur
PK,Pakistan,PK6,Punjab,PK629,Rajanpur,PK62902,Rajanpur
PK,Pakistan,PK6,Punjab,PK629,Rajanpur,PK62903,Rajanpur (Tribal Area)
PK,Pakistan,PK6,Punjab,PK629,Rajanpur,PK62904,Rojhan
PK,Pakistan,PK6,Punjab,PK630,Rawalpindi,PK63001,Gujar Khan
PK,Pakistan,PK6,Punjab,PK630,Rawalpindi,PK63002,Kahuta
PK,Pakistan,PK6,Punjab,PK630,Rawalpindi,PK63003,Kallar Sayaddan
PK,Pakistan,PK6,Punjab,PK630,Rawalpindi,PK63004,Kotli Sattian
PK,Pakistan,PK6,Punjab,PK630,Rawalpindi,PK63005,Murree
PK,Pakistan,PK6,Punjab,PK630,Rawalpindi,PK63006,Rawalpindi
PK,Pakistan,PK6,Punjab,PK630,Rawalpindi,PK63007,Taxila
PK,Pakistan,PK6,Punjab,PK631,Sahiwal,PK63101,Chichawatni
PK,Pakistan,PK6,Punjab,PK631,Sahiwal,PK63102,Sahiwal
PK,Pakistan,PK6,Punjab,PK632,Sargodha,PK63201,Bhalwal
PK,Pakistan,PK6,Punjab,PK632,Sargodha,PK63202,Kot Momin
PK,Pakistan,PK6,Punjab,PK632,Sargodha,PK63203,Sahiwal
PK,Pakistan,PK6,Punjab,PK632,Sargodha,PK63204,Sargodha
PK,Pakistan,PK6,Punjab,PK632,Sargodha,PK63205,Shahpur
PK,Pakistan,PK6,Punjab,PK632,Sargodha,PK63206,Sillanwali
PK,Pakistan,PK6,Punjab,PK632,Sargodha,PK63207,Bhera
PK,Pakistan,PK6,Punjab,PK633,Sheikhupura,PK63301,Ferozewala
PK,Pakistan,PK6,Punjab,PK633,Sheikhupura,PK63302,Muridke
PK,Pakistan,PK6,Punjab,PK633,Sheikhupura,PK63303,Safdarabad
PK,Pakistan,PK6,Punjab,PK633,Sheikhupura,PK63304,Sharak Pur
PK,Pakistan,PK6,Punjab,PK633,Sheikhupura,PK63305,Sheikhupura
PK,Pakistan,PK6,Punjab,PK634,Sialkot,PK63401,Daska
PK,Pakistan,PK6,Punjab,PK634,Sialkot,PK63402,Pasrur
PK,Pakistan,PK6,Punjab,PK634,Sialkot,PK63403,Sambrial
PK,Pakistan,PK6,Punjab,PK634,Sialkot,PK63404,Sialkot
PK,Pakistan,PK6,Punjab,PK635,Toba Tek Singh,PK63501,Gojra
PK,Pakistan,PK6,Punjab,PK635,Toba Tek Singh,PK63502,Kamalia
PK,Pakistan,PK6,Punjab,PK635,Toba Tek Singh,PK63503,Toba Tek Singh
PK,Pakistan,PK6,Punjab,PK635,Toba Tek Singh,PK63504,Pir Mahal
PK,Pakistan,PK6,Punjab,PK636,Vehari,PK63601,Burewala
PK,Pakistan,PK6,Punjab,PK636,Vehari,PK63602,Mailsi
PK,Pakistan,PK6,Punjab,PK636,Vehari,PK63603,Vehari
PK,Pakistan,PK7,Sindh,PK701,Badin,PK70101,Badin
PK,Pakistan,PK7,Sindh,PK701,Badin,PK70102,Matli
PK,Pakistan,PK7,Sindh,PK701,Badin,PK70103,Shaheed Fazil Rahu
PK,Pakistan,PK7,Sindh,PK701,Badin,PK70104,Talhar
PK,Pakistan,PK7,Sindh,PK701,Badin,PK70105,Tando Bago
PK,Pakistan,PK7,Sindh,PK702,Central Karachi,PK70201,Gulberg Town
PK,Pakistan,PK7,Sindh,PK702,Central Karachi,PK70202,Liaqatabad Town
PK,Pakistan,PK7,Sindh,PK702,Central Karachi,PK70203,New Karachi Town
PK,Pakistan,PK7,Sindh,PK702,Central Karachi,PK70204,North Nazimabad Town
PK,Pakistan,PK7,Sindh,PK703,Dadu,PK70301,Dadu
PK,Pakistan,PK7,Sindh,PK703,Dadu,PK70302,Johi
PK,Pakistan,PK7,Sindh,PK703,Dadu,PK70303,Khairpur Nathan Shah
PK,Pakistan,PK7,Sindh,PK703,Dadu,PK70304,Mehar
PK,Pakistan,PK7,Sindh,PK704,East Karachi,PK70401,Gulshan Iqbal Town
PK,Pakistan,PK7,Sindh,PK704,East Karachi,PK70402,Jamshaid Town
PK,Pakistan,PK7,Sindh,PK705,Ghotki,PK70501,Daharki
PK,Pakistan,PK7,Sindh,PK705,Ghotki,PK70502,Ghotki
PK,Pakistan,PK7,Sindh,PK705,Ghotki,PK70503,Khangarh
PK,Pakistan,PK7,Sindh,PK705,Ghotki,PK70504,Mirpur Mathelo
PK,Pakistan,PK7,Sindh,PK705,Ghotki,PK70505,Ubauro
PK,Pakistan,PK7,Sindh,PK706,Hyderabad,PK70601,Hyderabad
PK,Pakistan,PK7,Sindh,PK706,Hyderabad,PK70602,Hyderabad City
PK,Pakistan,PK7,Sindh,PK706,Hyderabad,PK70603,Latifabad
PK,Pakistan,PK7,Sindh,PK706,Hyderabad,PK70604,Qasimabad
PK,Pakistan,PK7,Sindh,PK707,Jacobabad,PK70701,Garhi Khairo
PK,Pakistan,PK7,Sindh,PK707,Jacobabad,PK70702,Jacobabad
PK,Pakistan,PK7,Sindh,PK707,Jacobabad,PK70703,Thul
PK,Pakistan,PK7,Sindh,PK708,Jamshoro,PK70801,Kotri
PK,Pakistan,PK7,Sindh,PK708,Jamshoro,PK70802,Manjhand
PK,Pakistan,PK7,Sindh,PK708,Jamshoro,PK70803,Sehwan Sharif
PK,Pakistan,PK7,Sindh,PK708,Jamshoro,PK70804,Thano Bula Khan
PK,Pakistan,PK7,Sindh,PK709,Kambar Shahdad Kot,PK70901,Meero Khan
PK,Pakistan,PK7,Sindh,PK709,Kambar Shahdad Kot,PK70902,Nasir Abad
PK,Pakistan,PK7,Sindh,PK709,Kambar Shahdad Kot,PK70903,Qambar Ali Khan
PK,Pakistan,PK7,Sindh,PK709,Kambar Shahdad Kot,PK70904,Qubo Saeed Khan
PK,Pakistan,PK7,Sindh,PK709,Kambar Shahdad Kot,PK70905,Shahdad Kot
PK,Pakistan,PK7,Sindh,PK709,Kambar Shahdad Kot,PK70906,Sijawal Junejo
PK,Pakistan,PK7,Sindh,PK709,Kambar Shahdad Kot,PK70907,Warah
PK,Pakistan,PK7,Sindh,PK710,Kashmore,PK71001,Kandh Kot
PK,Pakistan,PK7,Sindh,PK710,Kashmore,PK71002,Kashmore
PK,Pakistan,PK7,Sindh,PK710,Kashmore,PK71003,Tangwani
PK,Pakistan,PK7,Sindh,PK711,Khairpur,PK71101,Faiz Ganj
PK,Pakistan,PK7,Sindh,PK711,Khairpur,PK71102,Gambat
PK,Pakistan,PK7,Sindh,PK711,Khairpur,PK71103,Khairpur
PK,Pakistan,PK7,Sindh,PK711,Khairpur,PK71104,Kingri
PK,Pakistan,PK7,Sindh,PK711,Khairpur,PK71105,Kot Diji
PK,Pakistan,PK7,Sindh,PK711,Khairpur,PK71106,Nara
PK,Pakistan,PK7,Sindh,PK711,Khairpur,PK71107,Sobho Dero
PK,Pakistan,PK7,Sindh,PK711,Khairpur,PK71108,Thari Meer Wah
PK,Pakistan,PK7,Sindh,PK712,Korangi Karachi,PK71201,Korangi Town
PK,Pakistan,PK7,Sindh,PK712,Korangi Karachi,PK71202,Landhi Town
PK,Pakistan,PK7,Sindh,PK712,Korangi Karachi,PK71203,Shah Faisal Town
PK,Pakistan,PK7,Sindh,PK713,Larkana,PK71301,Baqrani
PK,Pakistan,PK7,Sindh,PK713,Larkana,PK71302,Dokri
PK,Pakistan,PK7,Sindh,PK713,Larkana,PK71303,Larkana
PK,Pakistan,PK7,Sindh,PK713,Larkana,PK71304,Rato Dero
PK,Pakistan,PK7,Sindh,PK714,Malir Karachi,PK71401,Bin Qasim Town
PK,Pakistan,PK7,Sindh,PK714,Malir Karachi,PK71402,Gadap Town
PK,Pakistan,PK7,Sindh,PK714,Malir Karachi,PK71403,Malir Town
PK,Pakistan,PK7,Sindh,PK715,Matiari,PK71501,Hala
PK,Pakistan,PK7,Sindh,PK715,Matiari,PK71502,Matiari
PK,Pakistan,PK7,Sindh,PK715,Matiari,PK71503,Saeedabad
PK,Pakistan,PK7,Sindh,PK716,Mirpur Khas,PK71601,Digri
PK,Pakistan,PK7,Sindh,PK716,Mirpur Khas,PK71602,Hussain Bux Muree
PK,Pakistan,PK7,Sindh,PK716,Mirpur Khas,PK71603,Jhudo
PK,Pakistan,PK7,Sindh,PK716,Mirpur Khas,PK71604,Kot Ghulam Muhammad
PK,Pakistan,PK7,Sindh,PK716,Mirpur Khas,PK71605,Mirpur Khas
PK,Pakistan,PK7,Sindh,PK716,Mirpur Khas,PK71606,Shuja Abad
PK,Pakistan,PK7,Sindh,PK716,Mirpur Khas,PK71607,Sindhri
PK,Pakistan,PK7,Sindh,PK717,Naushahro Feroze,PK71701,Bhiria
PK,Pakistan,PK7,Sindh,PK717,Naushahro Feroze,PK71702,Kandiaro
PK,Pakistan,PK7,Sindh,PK717,Naushahro Feroze,PK71703,Mehrab Pur
PK,Pakistan,PK7,Sindh,PK717,Naushahro Feroze,PK71704,Moro
PK,Pakistan,PK7,Sindh,PK717,Naushahro Feroze,PK71705,Naushahro Feroze
PK,Pakistan,PK7,Sindh,PK718,Sanghar,PK71801,Jam Nawaz Ali
PK,Pakistan,PK7,Sindh,PK718,Sanghar,PK71802,Khipro
PK,Pakistan,PK7,Sindh,PK718,Sanghar,PK71803,Sanghar
PK,Pakistan,PK7,Sindh,PK718,Sanghar,PK71804,Shahdadpur
PK,Pakistan,PK7,Sindh,PK718,Sanghar,PK71805,Sinjhoro
PK,Pakistan,PK7,Sindh,PK718,Sanghar,PK71806,Tando Adam
PK,Pakistan,PK7,Sindh,PK719,Shaheed Benazir Abad,PK71901,Daulat Pur
PK,Pakistan,PK7,Sindh,PK719,Shaheed Benazir Abad,PK71902,Daur
PK,Pakistan,PK7,Sindh,PK719,Shaheed Benazir Abad,PK71903,Nawabshah
PK,Pakistan,PK7,Sindh,PK719,Shaheed Benazir Abad,PK71904,Sakrand
PK,Pakistan,PK7,Sindh,PK720,Shikarpur,PK72001,Garhi Yasin
PK,Pakistan,PK7,Sindh,PK720,Shikarpur,PK72002,Khanpur
PK,Pakistan,PK7,Sindh,PK720,Shikarpur,PK72003,Lakhi
PK,Pakistan,PK7,Sindh,PK720,Shikarpur,PK72004,Shikarpur
PK,Pakistan,PK7,Sindh,PK721,South Karachi,PK72101,Kemari Town
PK,Pakistan,PK7,Sindh,PK721,South Karachi,PK72102,Liyari Town
PK,Pakistan,PK7,Sindh,PK721,South Karachi,PK72103,Saddar Town
PK,Pakistan,PK7,Sindh,PK722,Sujawal,PK72201,Jati
PK,Pakistan,PK7,Sindh,PK722,Sujawal,PK72202,Kharo Chan
PK,Pakistan,PK7,Sindh,PK722,Sujawal,PK72203,Mirpur Bathoro
PK,Pakistan,PK7,Sindh,PK722,Sujawal,PK72204,Shah Bunder
PK,Pakistan,PK7,Sindh,PK722,Sujawal,PK72205,Sujawal
PK,Pakistan,PK7,Sindh,PK723,Sukkur,PK72301,New Sukkur
PK,Pakistan,PK7,Sindh,PK723,Sukkur,PK72302,Pano Aqil
PK,Pakistan,PK7,Sindh,PK723,Sukkur,PK72303,Rohri
PK,Pakistan,PK7,Sindh,PK723,Sukkur,PK72304,Salehpat
PK,Pakistan,PK7,Sindh,PK723,Sukkur,PK72305,Sukkur
PK,Pakistan,PK7,Sindh,PK724,Tando Allahyar,PK72401,Chamber
PK,Pakistan,PK7,Sindh,PK724,Tando Allahyar,PK72402,Jhando Mari
PK,Pakistan,PK7,Sindh,PK724,Tando Allahyar,PK72403,Tando Allahyar
PK,Pakistan,PK7,Sindh,PK725,Tando Muhammad Khan,PK72501,Bulri Shah Karim
PK,Pakistan,PK7,Sindh,PK725,Tando Muhammad Khan,PK72502,Tando Ghulam Hyder
PK,Pakistan,PK7,Sindh,PK725,Tando Muhammad Khan,PK72503,Tando Muhammad Khan
PK,Pakistan,PK7,Sindh,PK726,Tharparkar,PK72601,Chachro
PK,Pakistan,PK7,Sindh,PK726,Tharparkar,PK72602,Dahli
PK,Pakistan,PK7,Sindh,PK726,Tharparkar,PK72603,Diplo
PK,Pakistan,PK7,Sindh,PK726,Tharparkar,PK72604,Islam Kot
PK,Pakistan,PK7,Sindh,PK726,Tharparkar,PK72605,Mithi
PK,Pakistan,PK7,Sindh,PK726,Tharparkar,PK72606,Nagar Parkar
PK,Pakistan,PK7,Sindh,PK726,Tharparkar,PK72607,Kaloi
PK,Pakistan,PK7,Sindh,PK727,Thatta,PK72701,Ghorabari
PK,Pakistan,PK7,Sindh,PK727,Thatta,PK72702,Keti Bunder
PK,Pakistan,PK7,Sindh,PK727,Thatta,PK72703,Mirpur Sakro
PK,Pakistan,PK7,Sindh,PK727,Thatta,PK72704,Thatta
PK,Pakistan,PK7,Sindh,PK728,Umer Kot,PK72801,Kunri
PK,Pakistan,PK7,Sindh,PK728,Umer Kot,PK72802,Pithoro
PK,Pakistan,PK7,Sindh,PK728,Umer Kot,PK72803,Samaro
PK,Pakistan,PK7,Sindh,PK728,Umer Kot,PK72804,Umer Kot
PK,Pakistan,PK7,Sindh,PK729,West Karachi,PK72901,Baldia Town
PK,Pakistan,PK7,Sindh,PK729,West Karachi,PK72902,Orangi Town
PK,Pakistan,PK7,Sindh,PK729,West Karachi,PK72903,Site Town
